,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
137,Chance Veazey - State Farm Insurance Agent,OPERATIONAL,"1601 U.S. 41, Tifton",31.470591100000004,-83.5186608,"31.470591100000004,-83.51866079999998",Tifton,Georgia,Tift County,Statefarm
138,Ricky D Jackson Insurance Agency,OPERATIONAL,"Across from Walgreens, 2418 Sylvester Road # 4, Albany",31.5740642,-84.08979790000001,"31.57406420000001,-84.08979790000001",Albany,Georgia,Dougherty County,Ricky D Jackson Insurance Agency
139,Progressive Insurance,OPERATIONAL,"2425 Westgate Drive Ste 131, Albany",31.603645,-84.210875,"31.603645,-84.210875",Albany,Georgia,Dougherty County,Progressive Insurance
140,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.7202461,-84.1685928,"31.72024609999999,-84.16859280000001",Leesburg,Georgia,Lee County,Farm Bureau
141,Henry Harris: Allstate Insurance,OPERATIONAL,"217 Johnson Road Ste G, Albany",31.5712843,-84.0915493,"31.57128429999999,-84.0915493",Albany,Georgia,Dougherty County,Allstate
142,Louis Powell Agency,OPERATIONAL,"1718 Gillionville Road, Albany",31.581020799999997,-84.1933031,"31.581020799999997,-84.1933031",Albany,Georgia,Dougherty County,Louis Powell Agency
143,Marvin Gibson: Allstate Insurance,OPERATIONAL,"1509A Dawson Road, Albany",31.588627600000002,-84.18671379999999,"31.58862759999999,-84.18671379999998",Albany,Georgia,Dougherty County,Allstate
144,J Smith Lanier & Co,OPERATIONAL,"611 Pointe North Boulevard, Albany",31.610396500000004,-84.22642309999999,"31.610396500000004,-84.22642309999998",Albany,Georgia,Dougherty County,J Smith Lanier & Co
145,Reid Mathis: Allstate Insurance,OPERATIONAL,"1111 Whispering Pines Road, Albany",31.6052025,-84.1772151,"31.6052025,-84.1772151",Albany,Georgia,Dougherty County,Allstate
146,Welforce,OPERATIONAL,"2301 Dawson Road # 2, Albany",31.603894,-84.204249,"31.603894,-84.20424899999998",Albany,Georgia,Dougherty County,Welforce
147,"Toole Budget Insurance Agency, Inc.",OPERATIONAL,"1301 North Slappey Boulevard, Albany",31.594829600000004,-84.1763199,"31.594829600000004,-84.1763199",Albany,Georgia,Dougherty County,"Toole Budget Insurance Agency, Inc."
148,The Family Agency,OPERATIONAL,"1712 Gillionville Road, Albany",31.581001,-84.192456,"31.581001,-84.19245599999998",Albany,Georgia,Dougherty County,The Family Agency
149,Steve Perrine - State Farm Insurance Agent,OPERATIONAL,"537 North Westover Boulevard, Albany",31.6072679,-84.22294659999999,"31.60726789999999,-84.22294659999999",Albany,Georgia,Dougherty County,Statefarm
150,Henry Brian,OPERATIONAL,"608 North Slappey Boulevard, Albany",31.585216100000004,-84.17587950000001,"31.585216100000004,-84.17587950000001",Albany,Georgia,Dougherty County,Henry Brian
151,Auto-Owners Insurance Co,OPERATIONAL,"2415 Westgate Drive, Albany",31.604652,-84.2095582,"31.60465199999999,-84.20955819999998",Albany,Georgia,Dougherty County,Auto-Owners Insurance Co
152,Copelan Insurance,OPERATIONAL,"2401 North Slappey Boulevard, Albany",31.609191,-84.176225,"31.609191,-84.176225",Albany,Georgia,Dougherty County,Copelan Insurance
153,Alfa Insurance - Mike Trull Agency,OPERATIONAL,"2831 Ledo Road b1, Albany",31.623131,-84.215164,"31.623131,-84.215164",Albany,Georgia,Lee County,Alfa
154,Ford Insurance Inc,OPERATIONAL,"110 South Isabella Street, Sylvester",31.524113899999996,-83.8380977,"31.524113899999996,-83.83809769999998",Sylvester,Georgia,Worth County,Ford Insurance Inc
155,Kent Nance Sr - State Farm Insurance Agent,OPERATIONAL,"110 Cordele Road #5, Albany",31.576868400000002,-84.09009920000001,"31.576868400000002,-84.09009920000001",Albany,Georgia,Dougherty County,Statefarm
156,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286,"32.875999,-83.760286",Macon,Georgia,Bibb County,Aflac
157,Georgia Farm Bureau,OPERATIONAL,"7664 U.S. 19, Zebulon",33.093206699999996,-84.3448179,"33.093206699999996,-84.34481790000002",Zebulon,Georgia,Pike County,Farm Bureau
158,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.877294899999995,-83.76069100000001,"32.877294899999995,-83.76069100000001",Macon,Georgia,Bibb County,Aflac
159,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.891141600000005,-83.6797454,"32.891141600000005,-83.6797454",Macon,Georgia,Bibb County,Pfs Investments Inc
160,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.935001899999996,-83.72319279999999,"32.935001899999996,-83.72319279999998",Macon,Georgia,Bibb County,Bolder Investment Group LLC
161,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.926394699999996,-83.7114921,"32.926394699999996,-83.7114921",Macon,Georgia,Bibb County,Source One Insurance and Benefits Group
162,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.9064563,-83.68804449999999,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County,R Q Reinsurance Solutions
163,Aflac,OPERATIONAL,"137 School Road, Hampton",33.339966700000005,-84.29588690000001,"33.339966700000005,-84.29588690000001",Hampton,Georgia,Spalding County,Aflac
164,Brian Andrews State Farm Insurance,OPERATIONAL,"1748 Hwy 81 East, McDonough",33.427948,-84.094975,"33.427948,-84.09497499999998",McDonough,Georgia,Henry County,Statefarm
165,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.9064563,-83.68804449999999,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County,Southeast Community Care
166,Insurance Hub,OPERATIONAL,"101 Commerce Place #2, Barnesville",33.0522247,-84.15797909999999,"33.0522247,-84.15797909999998",Barnesville,Georgia,Lamar County,Insurance Hub
167,Alexander Heath & Walker Insurance,OPERATIONAL,"642 Veterans Parkway, Barnesville",33.045067200000005,-84.1697834,"33.045067200000005,-84.1697834",Barnesville,Georgia,Lamar County,Alexander Heath & Walker Insurance
168,Teresa Grubbs - State Farm Insurance Agent,OPERATIONAL,"426 South Hill Street, Griffin",33.2434495,-84.26357970000001,"33.2434495,-84.26357970000001",Griffin,Georgia,Spalding County,Statefarm
169,Bartlett Insurance: Melissa Bartlett Agent,OPERATIONAL,"111 South 13th Street, Griffin",33.248319800000004,-84.27371049999999,"33.248319800000004,-84.27371049999998",Griffin,Georgia,Spalding County,Bartlett Insurance: Melissa Bartlett Agent
170,Rita Johnson - State Farm Insurance Agent,OPERATIONAL,"1522 Lucky Street, Griffin",33.2800613,-84.290358,"33.2800613,-84.290358",Griffin,Georgia,Spalding County,Statefarm
171,Trennis Dumas - State Farm Insurance Agent,OPERATIONAL,"943 North Church Street, Thomaston",32.914787100000005,-84.3327174,"32.91478710000001,-84.33271739999998",Thomaston,Georgia,Upson County,Statefarm
172,Hillery McBroom: Allstate Insurance,OPERATIONAL,"133 Forsyth Street, Barnesville",33.0544197,-84.1538584,"33.0544197,-84.15385839999998",Barnesville,Georgia,Lamar County,Allstate
173,MGH Insurance,OPERATIONAL,"300 Wilson Road # 300, Griffin",33.231277399999996,-84.23325340000001,"33.231277399999996,-84.23325340000001",Griffin,Georgia,Spalding County,MGH Insurance
174,Dora Cox Realty,OPERATIONAL,"107 Craftsman Way, Milner",33.1321447,-84.1580036,"33.1321447,-84.1580036",Milner,Georgia,Lamar County,Dora Cox Realty
175,Kay Robinson - State Farm Insurance Agent,OPERATIONAL,"412 West Gordon Street, Thomaston",32.887410100000004,-84.33122540000001,"32.88741009999999,-84.33122540000001",Thomaston,Georgia,Upson County,Statefarm
176,Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.933310100000003,-81.30020079999998,"31.93331009999999,-81.30020079999998",Richmond Hill,Georgia,Bryan County,Padgett Insurance Agency
177,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619,"31.840569,-81.595619",Hinesville,Georgia,Liberty County,Statefarm
178,Central Insurance Agency,OPERATIONAL,"452 West General Screven Way # A, Hinesville",31.8520887,-81.6059143,"31.8520887,-81.6059143",Hinesville,Georgia,Liberty County,Central Insurance Agency
179,Martin Insurance,OPERATIONAL,"206 North Main Street, Hinesville",31.8492803,-81.595641,"31.8492803,-81.595641",Hinesville,Georgia,Liberty County,Martin Insurance
180,Joseph Grant - State Farm Insurance Agent,OPERATIONAL,"101 West Oglethorpe Highway, Hinesville",31.8476402,-81.5914315,"31.8476402,-81.5914315",Hinesville,Georgia,Liberty County,Statefarm
181,Boyd Insurance Services,OPERATIONAL,"324 North Main Street STE A, Hinesville",31.852352500000002,-81.5947972,"31.852352500000002,-81.5947972",Hinesville,Georgia,Liberty County,Boyd Insurance Services
182,Georgia Farm Bureau,OPERATIONAL,"562 Elma G Miles Parkway, Hinesville",31.835983000000002,-81.607333,"31.835983000000002,-81.607333",Hinesville,Georgia,Liberty County,Farm Bureau
183,Richmond Hill Insurance Agency,OPERATIONAL,"2409 U.S. 17 b, Richmond Hill",31.9484043,-81.3127446,"31.9484043,-81.3127446",Richmond Hill,Georgia,Bryan County,Richmond Hill Insurance Agency
184,Barker & Associates Insurance,OPERATIONAL,"31 Constitution Way b, Richmond Hill",31.9403791,-81.3057819,"31.9403791,-81.3057819",Richmond Hill,Georgia,Bryan County,Barker & Associates Insurance
185,Bill Lucas Insurance,OPERATIONAL,"2591 U.S. 17 #300, Richmond Hill",31.9462458,-81.313971,"31.9462458,-81.313971",Richmond Hill,Georgia,Bryan County,Bill Lucas Insurance
186,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.8845613,"31.604256,-81.88456130000002",Jesup,Georgia,Wayne County,Statefarm
187,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.88590140000001,"31.6044843,-81.88590140000001",Jesup,Georgia,Wayne County,Parker Insurance & Realty Co: Oliver Shawn
188,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.606156300000002,-81.88684559999999,"31.60615629999999,-81.88684559999999",Jesup,Georgia,Wayne County,Country
189,Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.821539399999995,-81.5993938,"31.821539399999995,-81.5993938",Hinesville,Georgia,Liberty County,Allstate
190,Brown Insurance,OPERATIONAL,"808 West Oglethorpe Highway, Hinesville",31.8221467,-81.5993175,"31.8221467,-81.5993175",Hinesville,Georgia,Liberty County,Brown Insurance
191,Auto Direct General,OPERATIONAL,"456 West General Screven Way, Hinesville",31.852809999999998,-81.6058611,"31.852809999999998,-81.60586110000001",Hinesville,Georgia,Liberty County,Auto Direct General
192,babs insurance agency,OPERATIONAL,"5654 a hwy 17, Richmond Hill",31.914523,-81.349649,"31.914523,-81.349649",Richmond Hill,Georgia,Bryan County,babs insurance agency
193,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589,"31.6027283,-81.882589",Jesup,Georgia,Wayne County,Michael Long - Prudential Financial
194,Thrivent Financial: Coastal Advantage Group,OPERATIONAL,"785 King George Boulevard Ste 205, Savannah",31.9878756,-81.2131153,"31.9878756,-81.2131153",Savannah,Georgia,Chatham County,Thrivent Financial: Coastal Advantage Group
195,John Smith - State Farm Insurance Agent,OPERATIONAL,"11712 Largo Drive, Savannah",31.982172700000003,-81.1480875,"31.982172700000003,-81.1480875",Savannah,Georgia,Chatham County,Statefarm
196,Chance Douglas,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081,"32.6830288,-83.3414081",Jeffersonville,Georgia,Twiggs County,Chance Douglas
197,Alco Insurance Agency,OPERATIONAL,"115 W, East Cherry Street, Cochran",32.3865845,-83.35679470000001,"32.3865845,-83.35679470000001",Cochran,Georgia,Bleckley County,Alco Insurance Agency
198,Russell Harding Insurance,OPERATIONAL,"103 Bacon Street, Irwinton",32.8109833,-83.1734172,"32.8109833,-83.1734172",Irwinton,Georgia,Wilkinson County,Russell Harding Insurance
199,Cochran Insurance & Realty,OPERATIONAL,"128 North Second Street # C, Cochran",32.388547499999994,-83.3569662,"32.38854749999999,-83.3569662",Cochran,Georgia,Bleckley County,Cochran Insurance & Realty
200,White Oak Insurance Services - Formerly Budget Insurance Agency,OPERATIONAL,"2306 Moody Road, Warner Robins",32.5869338,-83.6224395,"32.5869338,-83.6224395",Warner Robins,Georgia,Houston County,White Oak Insurance Services - Formerly Budget Insurance Agency
201,DDHT Insurors,OPERATIONAL,"1221 South Houston Lake Road Ste 2, Warner Robins",32.567716,-83.662389,"32.567716,-83.66238899999998",Warner Robins,Georgia,Houston County,DDHT Insurors
202,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.343112,"31.7790058,-82.34311199999998",Baxley,Georgia,Appling County,Farm Bureau
203,Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625,"31.5457234,-82.4684625",Alma,Georgia,Bacon County,Horace Mann Insurance Co
204,Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.771742100000004,-82.35082829999999,"31.771742100000004,-82.35082829999998",Baxley,Georgia,Appling County,Statefarm
205,John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.46533509999999,"31.5349643,-82.46533509999998",Alma,Georgia,Bacon County,Statefarm
206,Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536,"31.5394202,-82.4623536",Alma,Georgia,Bacon County,Cotton States Insurance
207,Advantage South,OPERATIONAL,"134 GA Hwy 32, Bypass, Alma",31.539091499999998,-82.4722621,"31.539091499999998,-82.4722621",Alma,Georgia,Bacon County,Advantage South
208,"Bennett, Bennett & Johnson Insurance Agency",OPERATIONAL,"414 South Dixon Street, Alma",31.5386794,-82.4680055,"31.5386794,-82.46800549999998",Alma,Georgia,Bacon County,"Bennett, Bennett & Johnson Insurance Agency"
209,Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.772033899999997,-82.350717,"31.772033899999997,-82.350717",Baxley,Georgia,Appling County,Rentz & Rentz Insurance
210,"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.777120299999996,-82.3492335,"31.777120299999996,-82.3492335",Baxley,Georgia,Appling County,"Kauger Insurance Group, Inc."
211,Jones- Ray Insurance Agency Inc,OPERATIONAL,"513 West 12th Street, Alma",31.5422511,-82.4692743,"31.5422511,-82.4692743",Alma,Georgia,Bacon County,Jones- Ray Insurance Agency Inc
212,Georgia Farm Bureau,OPERATIONAL,"729 Hendry Street #1019, Blackshear",31.3125719,-82.2501775,"31.3125719,-82.25017749999998",Blackshear,Georgia,Pierce County,Farm Bureau
213,Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.785106699999996,-82.362615,"31.78510669999999,-82.36261499999998",Baxley,Georgia,Appling County,Country
214,General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799951,-82.3551489,"31.77999509999999,-82.35514890000002",Baxley,Georgia,Appling County,General Insurance
215,Allied Insurance,OPERATIONAL,"52 Willow Street, West Green",31.611759000000003,-82.7347976,"31.611759000000003,-82.7347976",West Green,Georgia,Coffee County,Allied Insurance
216,Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.3513135,"31.7711154,-82.35131349999997",Baxley,Georgia,Appling County,Boatright Nancy L
217,"Jack P. Saussy, AAI CPIA - AFLAC",OPERATIONAL,"1473 North River Oaks Drive, Blackshear",31.265931899999995,-82.3444224,"31.265931899999995,-82.3444224",Blackshear,Georgia,Pierce County,Aflac
218,BurseCo Financial Services,OPERATIONAL,"875 Tebeau Street, Waycross",31.2164359,-82.36042490000001,"31.2164359,-82.36042490000001",Waycross,Georgia,Ware County,BurseCo Financial Services
219,Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.3549974,"31.7799711,-82.35499740000002",Baxley,Georgia,Appling County,Farmers Insurance - Lisa Pearce
220,McNeal-Sports & Co. Insurance Agency,OPERATIONAL,"2000 Plant Avenue, Waycross",31.2227978,-82.34272890000001,"31.2227978,-82.34272890000001",Waycross,Georgia,Ware County,McNeal-Sports & Co. Insurance Agency
221,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.60322070000001,"31.8620827,-82.60322070000001",Hazlehurst,Georgia,Jeff Davis County,David Johnson
222,Risk Management & Information Systems,OPERATIONAL,"191 Peachtree Street, Atlanta",33.7590563,-84.3873043,"33.7590563,-84.3873043",Atlanta,Georgia,Fulton County,Risk Management & Information Systems
223,Assurant,OPERATIONAL,"2405 Commerce Avenue Northwest # 100, Duluth",33.967201200000005,-84.1196365,"33.967201200000005,-84.1196365",Duluth,Georgia,Gwinnett County,Assurant
224,Nationwide Insurance: Sean Choi Agency,OPERATIONAL,"2550 Pleasant Hill Road Ste 115, Duluth",33.9699184,-84.1444449,"33.9699184,-84.14444490000002",Duluth,Georgia,Gwinnett County,Nationwide
225,Admiral Insurance Co,OPERATIONAL,"6455 East Johns Crossing # 325, Duluth",34.0624746,-84.1694623,"34.0624746,-84.16946229999998",Johns Creek,Georgia,Fulton County,Admiral Insurance Co
226,Litigation & Claims Services Inc,OPERATIONAL,"12460 Crabapple Road, Alpharetta",34.0858388,-84.356916,"34.0858388,-84.356916",Alpharetta,Georgia,Fulton County,Litigation & Claims Services Inc
227,Insure Solutions,OPERATIONAL,"1 Glenlake Parkway Northeast, Atlanta",33.9345559,-84.36011979999999,"33.9345559,-84.36011979999998",Sandy Springs,Georgia,Fulton County,Insure Solutions
228,Allstate Insurance Agency,OPERATIONAL,"108 North Main Street A, Reidsville",32.087567699999994,-82.11845720000001,"32.087567699999994,-82.11845720000001",Reidsville,Georgia,Tattnall County,Allstate
229,Trowell Insurance,OPERATIONAL,"12 East Odum Street, Hazlehurst",31.864312599999998,-82.59876640000002,"31.864312599999998,-82.59876640000002",Hazlehurst,Georgia,Jeff Davis County,Trowell Insurance
230,Pre-paid Legal Services & Identity Theft Protection,OPERATIONAL,Dahlonega,34.526090100000005,-83.98434859999999,"34.526090100000005,-83.98434859999998",Dahlonega,Georgia,Lumpkin County,Pre-paid Legal Services & Identity Theft Protection
231,Travelers,OPERATIONAL,"3885 Mundy Mill Road, Oakwood",34.233052,-83.87442759999999,"34.233052,-83.87442759999999",Oakwood,Georgia,Hall County,Travelers
232,Aflac,OPERATIONAL,"629 Dawsonville Highway, Gainesville",34.2947912,-83.85309790000001,"34.2947912,-83.85309790000001",Gainesville,Georgia,Hall County,Aflac
233,Aflac,OPERATIONAL,"958 McEver Road # B3, Gainesville",34.2966323,-83.8633444,"34.29663230000001,-83.8633444",Gainesville,Georgia,Hall County,Aflac
234,Aflac,OPERATIONAL,"2420 Old Flowery Branch Road # 105, Gainesville",34.2732311,-83.8617098,"34.2732311,-83.8617098",Gainesville,Georgia,Hall County,Aflac
235,Georgia Farm Bureau,OPERATIONAL,"2405 Lighthouse Manor Drive, Gainesville",34.326736,-83.806016,"34.32673599999999,-83.806016",Gainesville,Georgia,Hall County,Farm Bureau
