agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Alfa Insurance - Mike Trull Agency,OPERATIONAL,"2831 Ledo Road b1, Albany",31.623131,-84.215164,"31.623131,-84.215164",Albany,Georgia,Lee County
Ford Insurance Inc,OPERATIONAL,"110 South Isabella Street, Sylvester",31.5241139,-83.8380977,"31.524113899999996,-83.83809769999998",Sylvester,Georgia,Worth County
Kent Nance Sr - State Farm Insurance Agent,OPERATIONAL,"110 Cordele Road #5, Albany",31.5768684,-84.0900992,"31.576868400000002,-84.09009920000001",Albany,Georgia,Dougherty County
Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286,"32.875999,-83.760286",Macon,Georgia,Bibb County
Georgia Farm Bureau,OPERATIONAL,"7664 U.S. 19, Zebulon",33.0932067,-84.3448179,"33.093206699999996,-84.34481790000002",Zebulon,Georgia,Pike County
Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.8772949,-83.760691,"32.877294899999995,-83.76069100000001",Macon,Georgia,Bibb County
Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.8911416,-83.6797454,"32.891141600000005,-83.6797454",Macon,Georgia,Bibb County
Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.9350019,-83.7231928,"32.935001899999996,-83.72319279999998",Macon,Georgia,Bibb County
Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.9263947,-83.7114921,"32.926394699999996,-83.7114921",Macon,Georgia,Bibb County
New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555,"32.9234352,-83.731555",Macon,Georgia,Bibb County
R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.9064563,-83.6880445,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County
Aflac,OPERATIONAL,"137 School Road, Hampton",33.3399667,-84.2958869,"33.339966700000005,-84.29588690000001",Hampton,Georgia,Spalding County
Brian Andrews State Farm Insurance,OPERATIONAL,"1748 Hwy 81 East, McDonough",33.427948,-84.094975,"33.427948,-84.09497499999998",McDonough,Georgia,Henry County
Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.9064563,-83.6880445,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County
Insurance Hub,OPERATIONAL,"101 Commerce Place #2, Barnesville",33.0522247,-84.1579791,"33.0522247,-84.15797909999998",Barnesville,Georgia,Lamar County
Alexander Heath & Walker Insurance,OPERATIONAL,"642 Veterans Parkway, Barnesville",33.0450672,-84.1697834,"33.045067200000005,-84.1697834",Barnesville,Georgia,Lamar County
Teresa Grubbs - State Farm Insurance Agent,OPERATIONAL,"426 South Hill Street, Griffin",33.2434495,-84.2635797,"33.2434495,-84.26357970000001",Griffin,Georgia,Spalding County
Bartlett Insurance: Melissa Bartlett Agent,OPERATIONAL,"111 South 13th Street, Griffin",33.2483198,-84.2737105,"33.248319800000004,-84.27371049999998",Griffin,Georgia,Spalding County
Rita Johnson - State Farm Insurance Agent,OPERATIONAL,"1522 Lucky Street, Griffin",33.2800613,-84.290358,"33.2800613,-84.290358",Griffin,Georgia,Spalding County
Trennis Dumas - State Farm Insurance Agent,OPERATIONAL,"943 North Church Street, Thomaston",32.9147871,-84.3327174,"32.91478710000001,-84.33271739999998",Thomaston,Georgia,Upson County
Hillery McBroom: Allstate Insurance,OPERATIONAL,"133 Forsyth Street, Barnesville",33.0544197,-84.1538584,"33.0544197,-84.15385839999998",Barnesville,Georgia,Lamar County
MGH Insurance,OPERATIONAL,"300 Wilson Road # 300, Griffin",33.2312774,-84.2332534,"33.231277399999996,-84.23325340000001",Griffin,Georgia,Spalding County
Dora Cox Realty,OPERATIONAL,"107 Craftsman Way, Milner",33.1321447,-84.1580036,"33.1321447,-84.1580036",Milner,Georgia,Lamar County
Kay Robinson - State Farm Insurance Agent,OPERATIONAL,"412 West Gordon Street, Thomaston",32.8874101,-84.3312254,"32.88741009999999,-84.33122540000001",Thomaston,Georgia,Upson County
Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.9333101,-81.3002008,"31.93331009999999,-81.30020079999998",Richmond Hill,Georgia,Bryan County
Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619,"31.840569,-81.595619",Hinesville,Georgia,Liberty County
Central Insurance Agency,OPERATIONAL,"452 West General Screven Way # A, Hinesville",31.8520887,-81.6059143,"31.8520887,-81.6059143",Hinesville,Georgia,Liberty County
Martin Insurance,OPERATIONAL,"206 North Main Street, Hinesville",31.8492803,-81.595641,"31.8492803,-81.595641",Hinesville,Georgia,Liberty County
Joseph Grant - State Farm Insurance Agent,OPERATIONAL,"101 West Oglethorpe Highway, Hinesville",31.8476402,-81.5914315,"31.8476402,-81.5914315",Hinesville,Georgia,Liberty County
Boyd Insurance Services,OPERATIONAL,"324 North Main Street STE A, Hinesville",31.8523525,-81.5947972,"31.852352500000002,-81.5947972",Hinesville,Georgia,Liberty County
Georgia Farm Bureau,OPERATIONAL,"562 Elma G Miles Parkway, Hinesville",31.835983,-81.607333,"31.835983000000002,-81.607333",Hinesville,Georgia,Liberty County
Richmond Hill Insurance Agency,OPERATIONAL,"2409 U.S. 17 b, Richmond Hill",31.9484043,-81.3127446,"31.9484043,-81.3127446",Richmond Hill,Georgia,Bryan County
New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.8814858,"31.6036441,-81.88148580000001",Jesup,Georgia,Wayne County
Barker & Associates Insurance,OPERATIONAL,"31 Constitution Way b, Richmond Hill",31.9403791,-81.3057819,"31.9403791,-81.3057819",Richmond Hill,Georgia,Bryan County
Bill Lucas Insurance,OPERATIONAL,"2591 U.S. 17 #300, Richmond Hill",31.9462458,-81.313971,"31.9462458,-81.313971",Richmond Hill,Georgia,Bryan County
David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.8845613,"31.604256,-81.88456130000002",Jesup,Georgia,Wayne County
Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014,"31.6044843,-81.88590140000001",Jesup,Georgia,Wayne County
Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.6061563,-81.8868456,"31.60615629999999,-81.88684559999999",Jesup,Georgia,Wayne County
Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.8215394,-81.5993938,"31.821539399999995,-81.5993938",Hinesville,Georgia,Liberty County
Brown Insurance,OPERATIONAL,"808 West Oglethorpe Highway, Hinesville",31.8221467,-81.5993175,"31.8221467,-81.5993175",Hinesville,Georgia,Liberty County
Auto Direct General,OPERATIONAL,"456 West General Screven Way, Hinesville",31.85281,-81.6058611,"31.852809999999998,-81.60586110000001",Hinesville,Georgia,Liberty County
babs insurance agency,OPERATIONAL,"5654 a hwy 17, Richmond Hill",31.914523,-81.349649,"31.914523,-81.349649",Richmond Hill,Georgia,Bryan County
Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589,"31.6027283,-81.882589",Jesup,Georgia,Wayne County
Thrivent Financial: Coastal Advantage Group,OPERATIONAL,"785 King George Boulevard Ste 205, Savannah",31.9878756,-81.2131153,"31.9878756,-81.2131153",Savannah,Georgia,Chatham County
John Smith - State Farm Insurance Agent,OPERATIONAL,"11712 Largo Drive, Savannah",31.9821727,-81.1480875,"31.982172700000003,-81.1480875",Savannah,Georgia,Chatham County
SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397,"32.8365373,-83.629397",Macon,Georgia,Bibb County
Chance Douglas,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081,"32.6830288,-83.3414081",Jeffersonville,Georgia,Twiggs County
Alco Insurance Agency,OPERATIONAL,"115 W, East Cherry Street, Cochran",32.3865845,-83.3567947,"32.3865845,-83.35679470000001",Cochran,Georgia,Bleckley County
Russell Harding Insurance,OPERATIONAL,"103 Bacon Street, Irwinton",32.8109833,-83.1734172,"32.8109833,-83.1734172",Irwinton,Georgia,Wilkinson County
Cochran Insurance & Realty,OPERATIONAL,"128 North Second Street # C, Cochran",32.3885475,-83.3569662,"32.38854749999999,-83.3569662",Cochran,Georgia,Bleckley County
White Oak Insurance Services - Formerly Budget Insurance Agency,OPERATIONAL,"2306 Moody Road, Warner Robins",32.5869338,-83.6224395,"32.5869338,-83.6224395",Warner Robins,Georgia,Houston County
DDHT Insurors,OPERATIONAL,"1221 South Houston Lake Road Ste 2, Warner Robins",32.567716,-83.662389,"32.567716,-83.66238899999998",Warner Robins,Georgia,Houston County
Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.343112,"31.7790058,-82.34311199999998",Baxley,Georgia,Appling County
Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625,"31.5457234,-82.4684625",Alma,Georgia,Bacon County
Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.7717421,-82.3508283,"31.771742100000004,-82.35082829999998",Baxley,Georgia,Appling County
John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.4653351,"31.5349643,-82.46533509999998",Alma,Georgia,Bacon County
Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536,"31.5394202,-82.4623536",Alma,Georgia,Bacon County
Advantage South,OPERATIONAL,"134 GA Hwy 32, Bypass, Alma",31.5390915,-82.4722621,"31.539091499999998,-82.4722621",Alma,Georgia,Bacon County
"Bennett, Bennett & Johnson Insurance Agency",OPERATIONAL,"414 South Dixon Street, Alma",31.5386794,-82.4680055,"31.5386794,-82.46800549999998",Alma,Georgia,Bacon County
Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.7720339,-82.350717,"31.772033899999997,-82.350717",Baxley,Georgia,Appling County
"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.7771203,-82.3492335,"31.777120299999996,-82.3492335",Baxley,Georgia,Appling County
Jones- Ray Insurance Agency Inc,OPERATIONAL,"513 West 12th Street, Alma",31.5422511,-82.4692743,"31.5422511,-82.4692743",Alma,Georgia,Bacon County
Georgia Farm Bureau,OPERATIONAL,"729 Hendry Street #1019, Blackshear",31.3125719,-82.2501775,"31.3125719,-82.25017749999998",Blackshear,Georgia,Pierce County
Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.7851067,-82.362615,"31.78510669999999,-82.36261499999998",Baxley,Georgia,Appling County
General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799951,-82.3551489,"31.77999509999999,-82.35514890000002",Baxley,Georgia,Appling County
Allied Insurance,OPERATIONAL,"52 Willow Street, West Green",31.611759,-82.7347976,"31.611759000000003,-82.7347976",West Green,Georgia,Coffee County
Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.3513135,"31.7711154,-82.35131349999997",Baxley,Georgia,Appling County
"Jack P. Saussy, AAI CPIA - AFLAC",OPERATIONAL,"1473 North River Oaks Drive, Blackshear",31.2659319,-82.3444224,"31.265931899999995,-82.3444224",Blackshear,Georgia,Pierce County
BurseCo Financial Services,OPERATIONAL,"875 Tebeau Street, Waycross",31.2164359,-82.3604249,"31.2164359,-82.36042490000001",Waycross,Georgia,Ware County
Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.3549974,"31.7799711,-82.35499740000002",Baxley,Georgia,Appling County
McNeal-Sports & Co. Insurance Agency,OPERATIONAL,"2000 Plant Avenue, Waycross",31.2227978,-82.3427289,"31.2227978,-82.34272890000001",Waycross,Georgia,Ware County
David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.6032207,"31.8620827,-82.60322070000001",Hazlehurst,Georgia,Jeff Davis County
Risk Management & Information Systems,OPERATIONAL,"191 Peachtree Street, Atlanta",33.7590563,-84.3873043,"33.7590563,-84.3873043",Atlanta,Georgia,Fulton County
Assurant,OPERATIONAL,"2405 Commerce Avenue Northwest # 100, Duluth",33.9672012,-84.1196365,"33.967201200000005,-84.1196365",Duluth,Georgia,Gwinnett County
Nationwide Insurance: Sean Choi Agency,OPERATIONAL,"2550 Pleasant Hill Road Ste 115, Duluth",33.9699184,-84.1444449,"33.9699184,-84.14444490000002",Duluth,Georgia,Gwinnett County
Admiral Insurance Co,OPERATIONAL,"6455 East Johns Crossing # 325, Duluth",34.0624746,-84.1694623,"34.0624746,-84.16946229999998",Johns Creek,Georgia,Fulton County
Litigation & Claims Services Inc,OPERATIONAL,"12460 Crabapple Road, Alpharetta",34.0858388,-84.356916,"34.0858388,-84.356916",Alpharetta,Georgia,Fulton County
Insure Solutions,OPERATIONAL,"1 Glenlake Parkway Northeast, Atlanta",33.9345559,-84.3601198,"33.9345559,-84.36011979999998",Sandy Springs,Georgia,Fulton County
Allstate Insurance Agency,OPERATIONAL,"108 North Main Street A, Reidsville",32.0875677,-82.1184572,"32.087567699999994,-82.11845720000001",Reidsville,Georgia,Tattnall County
Trowell Insurance,OPERATIONAL,"12 East Odum Street, Hazlehurst",31.8643126,-82.5987664,"31.864312599999998,-82.59876640000002",Hazlehurst,Georgia,Jeff Davis County
Pre-paid Legal Services & Identity Theft Protection,OPERATIONAL,Dahlonega,34.5260901,-83.9843486,"34.526090100000005,-83.98434859999998",Dahlonega,Georgia,Lumpkin County
Travelers,OPERATIONAL,"3885 Mundy Mill Road, Oakwood",34.233052,-83.8744276,"34.233052,-83.87442759999999",Oakwood,Georgia,Hall County
Aflac,OPERATIONAL,"629 Dawsonville Highway, Gainesville",34.2947912,-83.8530979,"34.2947912,-83.85309790000001",Gainesville,Georgia,Hall County
Aflac,OPERATIONAL,"958 McEver Road # B3, Gainesville",34.2966323,-83.8633444,"34.29663230000001,-83.8633444",Gainesville,Georgia,Hall County
Aflac,OPERATIONAL,"2420 Old Flowery Branch Road # 105, Gainesville",34.2732311,-83.8617098,"34.2732311,-83.8617098",Gainesville,Georgia,Hall County
Georgia Farm Bureau,OPERATIONAL,"2405 Lighthouse Manor Drive, Gainesville",34.326736,-83.806016,"34.32673599999999,-83.806016",Gainesville,Georgia,Hall County
Ryan Hudson - State Farm Insurance Agent,OPERATIONAL,"475 Dawsonville Highway Suite E, Gainesville",34.2948277,-83.8506568,"34.2948277,-83.8506568",Gainesville,Georgia,Hall County
Fresenius Medical Care at Stephens County Hospital,OPERATIONAL,"163 Hospital Drive, Toccoa",34.5929018,-83.3479765,"34.5929018,-83.3479765",Toccoa,Georgia,Stephens County
Commerce Insurance Agency,OPERATIONAL,"3219 Maysville Road, Commerce",34.2092076,-83.4800037,"34.2092076,-83.4800037",Commerce,Georgia,Jackson County
Best Insurance Center,OPERATIONAL,"1010 Jesse Jewell Parkway, Gainesville",34.2900529,-83.8336264,"34.2900529,-83.83362640000001",Gainesville,Georgia,Hall County
Premier Insurance,OPERATIONAL,"700 U.S. 441 Business Suite #D, Cornelia",34.5339688,-83.5331301,"34.5339688,-83.5331301",Cornelia,Georgia,Habersham County
Norton Agency,OPERATIONAL,"4222 Fairbanks Drive, Oakwood",34.2466866,-83.8825662,"34.24668659999999,-83.8825662",Oakwood,Georgia,Hall County
SunTrust,OPERATIONAL,"355 Shallowford Road, Gainesville",34.2941019,-83.8486878,"34.294101899999994,-83.84868780000001",Gainesville,Georgia,Hall County
Hewitt Insurance,OPERATIONAL,"125 John W Morrow Junior Parkway suite 242 a, Gainesville",34.2970759,-83.8433453,"34.297075899999996,-83.8433453",Gainesville,Georgia,Hall County
Chambers & Presley Insurance Agency,OPERATIONAL,"3326 Poplar Springs Fork, Flowery Branch",34.2210128,-83.8596068,"34.2210128,-83.85960680000002",Flowery Branch,Georgia,Hall County
Turner Wood & Smith Insurance,OPERATIONAL,"1515 Community Way, Gainesville",34.3083496,-83.8065032,"34.30834960000001,-83.8065032",Gainesville,Georgia,Hall County
Jim Kennedy - State Farm Insurance Agent,OPERATIONAL,"1123 Green Street Circle, Gainesville",34.3159346,-83.8307304,"34.31593460000001,-83.83073040000001",Gainesville,Georgia,Hall County
SunTrust,OPERATIONAL,"3640 Thompson Bridge Road, Gainesville",34.3733702,-83.871257,"34.373370200000004,-83.87125700000001",Gainesville,Georgia,Hall County
Matt Mixon - State Farm Insurance Agent,OPERATIONAL,"854 Washington Street #100, Clarkesville",34.6086103,-83.5215117,"34.608610299999995,-83.52151169999998",Clarkesville,Georgia,Habersham County
Cooperative Purchasing Agency,OPERATIONAL,"1041 South Main Street, Cleveland",34.582539,-83.7615874,"34.582539000000004,-83.76158740000001",Cleveland,Georgia,White County
Nationwide Insurance - Larry Wayne Griffin,OPERATIONAL,"1250 Historic Hwy 441, Demorest",34.565027,-83.545215,"34.56502699999999,-83.545215",Demorest,Georgia,Habersham County
Georgia Farm Bureau,OPERATIONAL,"417 West Walker Street #4807, Douglas",31.5174276,-82.8549115,"31.5174276,-82.8549115",Douglas,Georgia,Coffee County
Meeks Insurance Agency Inc,OPERATIONAL,"800 North Madison Avenue, Douglas",31.5163103,-82.8490552,"31.5163103,-82.84905520000001",Douglas,Georgia,Coffee County
Allstate Insurance Agency,OPERATIONAL,"711 North Madison Avenue, Douglas",31.5156461,-82.8495486,"31.51564609999999,-82.84954859999998",Douglas,Georgia,Coffee County
Acceptance Insurance,OPERATIONAL,"715 West Ward Street, Douglas",31.5095021,-82.8589092,"31.509502100000002,-82.8589092",Douglas,Georgia,Coffee County
Nationwide Insurance: Paul D Hutcheson,OPERATIONAL,"517 North Peterson Avenue S, Douglas",31.5138365,-82.8508734,"31.5138365,-82.85087340000001",Douglas,Georgia,Coffee County
Griffin Insurance,OPERATIONAL,"506 West Ward Street, Douglas",31.5089011,-82.8562957,"31.5089011,-82.85629569999998",Douglas,Georgia,Coffee County
Mc Crary-Daniels Insurance,OPERATIONAL,"120 North Madison Avenue, Douglas",31.5098059,-82.8493288,"31.50980589999999,-82.8493288",Douglas,Georgia,Coffee County
"Tanner Insurance Agency, Inc.",OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779,"31.505752,-82.8496779",Douglas,Georgia,Coffee County
"Jowers Insurance Agency, LLC",OPERATIONAL,"105 West Walker Street, Douglas",31.517307,-82.851171,"31.517307000000002,-82.851171",Douglas,Georgia,Coffee County
New York Life,OPERATIONAL,"404 Westgreen Road, Douglas",31.5111105,-82.8295062,"31.511110499999997,-82.8295062",Douglas,Georgia,Coffee County
Moore Cannon & Co,OPERATIONAL,"912 North Madison Avenue, Douglas",31.517938,-82.849,"31.517938,-82.84899999999998",Douglas,Georgia,Coffee County
Earl Mayo - COUNTRY Financial representative,OPERATIONAL,"1010 North Madison Avenue, Douglas",31.5194058,-82.8490324,"31.51940579999999,-82.8490324",Douglas,Georgia,Coffee County
State Farm Insurance,OPERATIONAL,"138 South Lee Street, Americus",32.0708047,-84.2320023,"32.070804700000004,-84.23200229999998",Americus,Georgia,Sumter County
Hooks Simmons Insurance,OPERATIONAL,"412 West Lamar Street, Americus",32.0717826,-84.2373398,"32.0717826,-84.23733979999999",Americus,Georgia,Sumter County
Harris Bobby,OPERATIONAL,"427 South Lee Street, Americus",32.0658332,-84.2306941,"32.06583320000001,-84.2306941",Americus,Georgia,Sumter County
The Denham Agency,OPERATIONAL,"506 Tripp Street, Americus",32.0695043,-84.217467,"32.0695043,-84.217467",Americus,Georgia,Sumter County
Baldwin Agency,OPERATIONAL,"1617 East Lamar Street, Americus",32.0672486,-84.2059236,"32.067248600000006,-84.20592359999998",Americus,Georgia,Sumter County
